1,0,0,0.809017,0.587785,0,0.309017,0.951057,0,-0.309017,0.951057,0,-0.809017,0.587785,0,-1,0,0,-0.809017,-0.587785,0,-0.309017,-0.951057,0,0.309017,-0.951057,0,0.809017,-0.587785,0
-0.271787,-0.509184,0,0.351919,-0.747469,0,1.00852,-0.865632,0,1.50295,-0.490594,0,1.575504,0.168493,0,1.335111,0.780022,0,0.705516,0.880509,0,0.06977,0.67713,0,-0.527003,0.376189,0,-0.81606,-0.130192,0
1.055803,-0.770088,0,1.637827,-0.686868,0,1.858123,-0.021933,0,1.821099,0.662983,0,1.188157,0.888067,0,0.5049,0.749576,0,-0.107504,0.409517,0,-0.653451,-0.028252,0,-0.305791,-0.438272,0,0.38148,-0.579507,0
-0.000316,-0.48121,0,0.650639,-0.724455,0,1.341142,-0.801168,0,1.859917,-0.462035,0,1.974423,0.223691,0,1.7836,0.805187,0,1.10207,0.821547,0,0.443267,0.596371,0,-0.213146,0.364817,0,-0.577728,-0.100381,0
-0.112674,-0.42049,0,0.518295,-0.666507,0,1.177506,-0.802449,0,1.767155,-0.510602,0,1.90188,0.135167,0,1.726974,0.780537,0,1.090354,0.885465,0,0.438857,0.702504,0,-0.18495,0.442176,0,-0.632383,-0.040522,0
-0.637855,-0.42976,0,-0.015525,-0.638116,0,0.643343,-0.757041,0,1.286502,-0.612389,0,1.704945,-0.108045,0,1.607206,0.531186,0,1.030923,0.814364,0,0.372894,0.703397,0,-0.281996,0.565651,0,-0.787118,0.199608,0
-0.043769,-0.68433,0,0.636713,-0.593731,0,1.269355,-0.339691,0,1.371481,0.267309,0,0.838344,0.668974,0,0.156506,0.679416,0,-0.524711,0.59775,0,-1.129895,0.357245,0,-1.198805,-0.311095,0,-0.726702,-0.7371,0
-1.447034,-0.679012,0,-0.851554,-0.785394,0,-0.175701,-0.572088,0,0.528187,-0.50209,0,1.083666,-0.154255,0,0.918835,0.471999,0,0.235539,0.645298,0,-0.46335,0.763478,0,-1.154325,0.665885,0,-1.382902,0.025426,0
-1.466864,-0.729982,0,-0.780415,-0.63261,0,-0.105524,-0.447868,0,0.585927,-0.336534,0,0.721214,0.153768,0,0.178931,0.59219,0,-0.48119,0.813351,0,-1.175787,0.764485,0,-1.748418,0.398373,0,-1.910728,-0.271469,0
-1.873744,-0.754514,0,-1.199627,-0.615918,0,-0.503694,-0.537117,0,0.156688,-0.325552,0,0.585184,0.206044,0,0.084054,0.619944,0,-0.604857,0.744937,0,-1.303999,0.793402,0,-1.921048,0.577347,0,-2.058315,-0.09793,0
-2.12654,-0.793888,0,-1.428177,-0.783825,0,-0.772955,-0.481203,0,-0.119219,-0.174117,0,0.441299,0.238722,0,-0.199676,0.521085,0,-0.909159,0.656519,0,-1.619232,0.787077,0,-2.261706,0.52579,0,-2.42656,-0.16205,0
-2.312755,-0.804271,0,-1.611277,-0.782121,0,-0.958949,-0.469692,0,-0.293572,-0.184832,0,0.300764,0.2012,0,-0.306315,0.51965,0,-1.01363,0.673083,0,-1.719793,0.820674,0,-2.364959,0.541108,0,-2.542475,-0.143917,0
-2.145869,-0.806919,0,-1.451992,-0.789658,0,-0.791552,-0.524558,0,-0.151941,-0.210331,0,0.393533,0.182411,0,-0.244181,0.479805,0,-0.916955,0.714665,0,-1.620197,0.790842,0,-2.261084,0.515432,0,-2.399168,-0.165443,0
-1.772829,-0.764945,0,-1.091635,-0.759197,0,-0.413313,-0.618983,0,0.211688,-0.327954,0,0.578235,0.195301,0,-0.041251,0.488402,0,-0.712855,0.657073,0,-1.401819,0.709854,0,-2.031599,0.467782,0,-2.129152,-0.196786,0
-1.282614,-0.670264,0,-0.582192,-0.669512,0,0.11771,-0.572251,0,0.782403,-0.357124,0,1.008117,0.283267,0,0.463166,0.607631,0,-0.24256,0.577093,0,-0.947478,0.622858,0,-1.610581,0.427498,0,-1.792937,-0.217941,0
-0.734911,-0.598045,0,-0.023905,-0.597839,0,0.685778,-0.646678,0,1.286515,-0.379744,0,1.275664,0.318486,0,0.744183,0.712487,0,0.040842,0.614335,0,-0.664679,0.52937,0,-1.310856,0.29238,0,-1.389107,-0.348515,0
-0.08683,-0.591841,0,0.620653,-0.723417,0,1.31449,-0.63278,0,1.49261,0.033809,0,1.370664,0.735284,0,0.685619,0.705097,0,-0.006015,0.50725,0,-0.72381,0.460778,0,-1.167989,-0.001045,0,-0.804,-0.538454,0
-0.357509,-0.499391,0,0.3476,-0.667584,0,1.073383,-0.676386,0,1.727457,-0.449513,0,1.877176,0.248716,0,1.452444,0.725041,0,0.735055,0.611317,0,0.015602,0.510886,0,-0.682896,0.313828,0,-0.996797,-0.162424,0
0.114973,-0.501212,0,0.786525,-0.66029,0,1.468121,-0.602868,0,1.885809,-0.100448,0,1.727129,0.553641,0,1.151817,0.899555,0,0.471796,0.82212,0,-0.149453,0.524733,0,-0.693331,0.101526,0,-0.562075,-0.366879,0
-0.517093,-0.356099,0,0.069989,-0.635503,0,0.740164,-0.635211,0,1.409063,-0.625337,0,1.877614,-0.183837,0,1.792281,0.458889,0,1.28701,0.879154,0,0.628595,0.860736,0,0.029468,0.561427,0,-0.563149,0.255227,0
-0.603929,-0.352359,0,-0.11531,-0.764128,0,0.531475,-0.803623,0,1.157151,-0.61895,0,1.674227,-0.236329,0,1.676434,0.39348,0,1.176035,0.786605,0,0.528983,0.811964,0,-0.085593,0.593565,0,-0.646133,0.264419,0
-0.855843,-0.731553,0,-0.198138,-0.772195,0,0.46356,-0.634689,0,1.110585,-0.443815,0,1.460522,0.088509,0,1.090539,0.597507,0,0.427005,0.704213,0,-0.248501,0.683241,0,-0.883384,0.497639,0,-1.097121,-0.125074,0
-1.24376,-0.736484,0,-0.539793,-0.654598,0,0.167245,-0.534471,0,0.859306,-0.354355,0,1.311498,0.136252,0,0.724355,0.517293,0,0.015462,0.617273,0,-0.699659,0.678828,0,-1.359584,0.507026,0,-1.579508,-0.164019,0
