iter	RMSE
0	0.2748569564
1	0.25632219
2	0.2392837593
3	0.2240253652
4	0.2093495651
5	0.1967996314
6	0.1839179249
7	0.174106966
8	0.1636337469
9	0.1545257401
10	0.1450591627
11	0.1363167945
12	0.1284476751
13	0.1204350604
14	0.1123385332
15	0.1063046951
16	0.1001896175
17	0.09407094674
18	0.08975056101
19	0.08484083214
20	0.07995650229
21	0.07502820633
22	0.0710938557
23	0.06682988888
24	0.06373483073
25	0.06064023582
26	0.05723783475
27	0.05409064055
28	0.05118592747
29	0.04858930675
30	0.04652796227
31	0.04396012137
32	0.04189641433
33	0.04018081643
34	0.03835966408
35	0.0367007572
36	0.03509726275
37	0.0334047876
38	0.03207792796
39	0.03089514603
40	0.02950608405
41	0.02820037548
42	0.02709536605
43	0.02632589016
44	0.02530416057
45	0.0241197362
46	0.02325754528
47	0.02252531278
48	0.02177951974
49	0.02101949512
50	0.0204622878
51	0.01992224575
52	0.01927397359
53	0.0186256344
54	0.01808559539
55	0.01762454936
56	0.01717397688
57	0.01667995947
58	0.01617878823
59	0.01573385879
60	0.01539052496
61	0.0150034539
62	0.01455731884
63	0.01423954594
64	0.0139872748
65	0.01366582907
66	0.01334927887
67	0.01307518992
68	0.01278021797
69	0.01250130293
70	0.01225192307
71	0.01199076238
72	0.01179693466
73	0.01154504674
74	0.01133494918
75	0.0111304143
76	0.01098626868
77	0.01082307738
78	0.01069190216
79	0.01064389045
80	0.01049538661
81	0.01045023208
82	0.0103100223
83	0.01018935088
84	0.01014587516
85	0.01007687483
86	0.01003706576
87	0.009905184742
88	0.009791948793
89	0.009753634527
90	0.009717075357
91	0.009658921142
92	0.009513586622
93	0.009390960422
94	0.00926162867
95	0.00922724461
96	0.009194444672
97	0.009078307178
98	0.009040538104
99	0.008939232657
100	0.008909029632
101	0.008791600134
102	0.008762583467
103	0.008660227349
104	0.008526163425
105	0.008472815122
106	0.008356999678
107	0.008322118006
108	0.008197684202
109	0.008124491995
110	0.008088267786
111	0.007943814567
112	0.007860790232
113	0.00778196853
114	0.007713930055
115	0.007666768892
116	0.007621808351
117	0.007492436515
118	0.007415408068
119	0.007351162784
120	0.007280745892
121	0.00723618185
122	0.007163695962
123	0.007047613979
124	0.006978855015
125	0.006918921012
126	0.006859803889
127	0.006803307802
128	0.006768641397
129	0.006710830161
130	0.006657370781
131	0.006596900754
132	0.006521953062
133	0.006467511654
134	0.006418248435
135	0.006372345081
136	0.006321517076
137	0.006304195554
138	0.00628770677
139	0.006192633766
140	0.006152402385
141	0.006063403016
142	0.006026343114
143	0.005991615486
144	0.005909389937
145	0.005831305144
146	0.005785647178
147	0.005722255009
148	0.005689577425
149	0.005647056115
150	0.005578651669
151	0.005548946909
152	0.005477203913
153	0.005437958483
154	0.005386187541
155	0.005341041723
156	0.005284106116
157	0.005218372842
158	0.005176421487
159	0.005124204411
160	0.005097779311
161	0.005061998928
162	0.005011831226
163	0.004950792295
164	0.004899674538
165	0.004860300487
166	0.004823353842
167	0.004798200143
168	0.004725276067
169	0.004668956943
170	0.004626290783
171	0.004558928447
172	0.00449568161
173	0.004473247351
174	0.004422080425
175	0.004390077743
176	0.004335766061
177	0.004277147009
178	0.00422146476
179	0.004194454475
180	0.004142264291
181	0.00409169892
182	0.004061357666
183	0.004032838307
184	0.003992144192
185	0.003965053698
186	0.003939590723
187	0.003914767958
188	0.003877745794
189	0.003843702942
190	0.003807207523
191	0.003781363488
192	0.003757097127
193	0.003723831954
194	0.003700861188
195	0.003679285514
196	0.003644178204
197	0.003604942531
198	0.00358511479
199	0.003566180406
200	0.003535071351
201	0.003496835236
202	0.003464250842
203	0.00342771009
204	0.003409283564
205	0.003391969961
206	0.003373885809
207	0.003344691798
208	0.003309954692
209	0.00327360727
210	0.003257622783
211	0.003232149498
212	0.003221287974
213	0.003194820207
214	0.003176692343
215	0.003151656342
216	0.003116427048
217	0.00309259526
218	0.00307487722
219	0.003048596167
220	0.003017377969
221	0.0030006785
222	0.002973707149
223	0.002962075447
224	0.002946692743
225	0.002930993103
226	0.002916018337
227	0.002904316062
228	0.002890048229
229	0.002868799118
230	0.002859987601
231	0.002844075612
232	0.002829362663
233	0.002808664664
234	0.002790895428
235	0.002777685621
236	0.00275988824
237	0.002744694127
238	0.002725860104
239	0.002709133058
240	0.00269547379
241	0.00268145435
242	0.002664021409
243	0.002650431756
244	0.002632125263
245	0.00262045807
246	0.002603808353
247	0.002587908099
248	0.002576679255
249	0.002558388963
250	0.002542917528
251	0.002521622855
252	0.002510677158
253	0.002484871729
254	0.002474598152
255	0.002457385462
256	0.002450110786
257	0.002440248221
258	0.002428924056
259	0.002419488128
260	0.002402234383
261	0.002395516701
262	0.002379710737
263	0.002365458148
264	0.002351830797
265	0.002343908724
266	0.002334906802
267	0.002316239008
268	0.002301843422
269	0.002289358183
270	0.002262560541
271	0.00224788488
272	0.002233738941
273	0.002226165599
274	0.002213972768
275	0.002201383971
276	0.00217578873
277	0.002164038808
278	0.002153798753
279	0.002140670632
280	0.002134632057
281	0.002106664133
282	0.002101237075
283	0.002091595312
284	0.002065745387
285	0.002060268384
286	0.002053839747
287	0.002044963999
288	0.00203088364
289	0.002017059224
290	0.002009671559
291	0.001990701729
292	0.001979807454
293	0.001973627857
294	0.001963290767
295	0.001955201227
296	0.001939317425
297	0.001917614016
298	0.001911732372
299	0.001903112813
