time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200
02/19/2018 00:00:00,-1.936912,-1.819848,-1.129404,-0.406342,-0.00777,-0.289294,-0.433,-0.257902,-0.498483,0.223851,0.557155,0.053645,-0.313985,-0.012128,1.20512,0.520089,-0.3153,0.253126,0.843404,1.040641,0.608802,0.31194,0.62031,0.610507,0.225601,0.014783,-0.034984,0.085627,-0.454748,0.157629,-0.336658,-0.107254,-0.007716,0.08623,0.170656,-0.20812,0.160587,-0.067549,0.120386,0.254125,0.165152,0.059996,-0.267178,-0.751763,-1.037879,-1.131927,-1.181692,-1.193833,-1.13022,-0.790421,-0.570404,-0.68299,-0.289642,-0.646843,-0.851095,-0.490883,0.059261,-0.049165,-0.707039,-0.64377,-0.802676,-1.066899,-0.245399,-0.225854,-0.332601,0.146002,-0.110044,0.64909,0.638906,0.173566,0.187612,0.475089,0.392336,0.723603,0.691537,1.009034,0.932524,1.341769,2.088854,2.600585,2.753741,2.97,3.076076,3.122066,3.254662,2.994133,2.765014,1.440027,1.318029,0.310116,-1.577209,-2.939541,-1.485935,1.766361,2.047332,2.236489,2.529495,2.004844,2.112049,2.689934,2.571136,2.092931,1.488155,2.307968,1.312693,2.508369,1.933276,1.403064,1.93603,2.546795,3.480861,5.015423,4.794749,4.804971,4.756874,4.741424,4.63658,4.543795,4.368817,5.181882,5.2419,5.08776,5.596539,6.299394,5.624064,6.225042,3.796252,4.224536,3.091764,2.743858,3.341884,3.223599,3.301405,3.311333,3.58358,3.628379,3.162802,3.004065,2.510061,3.173384,3.189815,3.063583,2.211212,0.911392,0.325418,-0.287914,1.94875,3.23721,3.208105,3.080465,3.180694,3.587743,3.445384,3.362913,3.077231,3.965014,4.100829,3.737309,-0.544403,-0.070916,-0.708309,-0.578132,4.001355,4.125368,3.6378,3.722693,3.133552,2.270014,1.058729,0.75734,0.173578,-0.784619,-0.464232,-1.120082,-1.153653,-0.843052,-0.724832,-0.487766,-0.697822,-0.696211,0.403422,1.255838,-0.528411,-0.283698,1.213364,1.566459,1.020441,0.350011,-0.085455,-0.17889,-0.49105,-0.83648,-1.371236,-1.678492,-1.401438,-1.409929,-1.418115,-1.554258,-2.028563,-2.062613,-1.936912
02/20/2018 00:00:00,-1.89533,-1.756671,-1.06846,-0.37781,0.019069,-0.261945,-0.400744,-0.229928,-0.478261,0.22654,0.533074,0.022379,-0.344056,-0.027665,1.190552,0.493176,-0.363582,0.219798,0.830898,1.031101,0.610876,0.314955,0.643152,0.622384,0.227196,0.013172,-0.042396,0.086883,-0.471618,0.139002,-0.367918,-0.149777,-0.037415,0.053732,0.147183,-0.227282,0.149505,-0.070313,0.120611,0.244938,0.15177,0.043741,-0.285592,-0.783488,-1.093164,-1.185064,-1.241586,-1.250982,-1.195734,-0.867451,-0.641859,-0.737119,-0.323678,-0.69006,-0.907334,-0.536711,0.025695,-0.073385,-0.744196,-0.681527,-0.845328,-1.131042,-0.296278,-0.249033,-0.334939,0.151453,-0.123892,0.626811,0.617097,0.145777,0.162705,0.441955,0.376834,0.730072,0.680621,1.004069,0.916721,1.31847,2.081063,2.59466,2.750435,2.967272,3.062627,3.091358,3.227503,2.967649,2.720451,1.350687,1.344149,0.176392,-1.73087,-3.126395,-1.578184,1.688009,2.052975,2.16012,2.476705,1.934413,2.020003,2.593349,2.486366,2.008571,1.393755,2.257109,1.220995,2.43797,1.912713,1.275969,1.831645,2.504031,3.418114,4.976612,4.747193,4.748379,4.696528,4.621579,4.542757,4.455372,4.315274,5.168284,5.229846,5.07589,5.609327,6.288661,5.590586,6.191558,3.810049,4.175909,3.040498,2.678496,3.285579,3.170217,3.251776,3.277934,3.56507,3.61419,3.125137,2.963504,2.421061,3.074977,3.15316,3.010555,2.194766,0.80964,0.27657,-0.296938,1.923809,3.210054,3.178648,3.039365,3.139154,3.546155,3.393345,3.320341,3.036708,3.943493,4.072031,3.709463,-0.531594,-0.214914,-0.766367,-0.630077,3.779574,4.067226,3.572058,3.637014,3.048794,2.142283,0.95379,0.60413,0.061408,-0.86226,-0.560813,-1.210858,-1.283578,-0.993948,-0.852299,-0.597557,-0.808678,-0.80529,0.298395,1.19253,-0.702181,-0.413687,1.161183,1.516145,0.969362,0.288944,-0.148585,-0.224687,-0.536826,-0.883376,-1.415785,-1.714282,-1.441628,-1.457437,-1.479895,-1.594225,-2.035102,-2.042485,-1.89533
02/21/2018 00:00:00,-1.843267,-1.68233,-0.997825,-0.344602,0.04893,-0.230736,-0.363554,-0.197616,-0.452774,0.230734,0.508031,-0.007549,-0.371118,-0.040847,1.172897,0.465724,-0.4098,0.187066,0.817349,1.019448,0.612915,0.319068,0.666033,0.633805,0.229472,0.013155,-0.048182,0.089361,-0.485446,0.12061,-0.397506,-0.19157,-0.066445,0.022093,0.124198,-0.244078,0.139502,-0.071144,0.12236,0.236348,0.139018,0.028509,-0.301566,-0.810625,-1.143017,-1.232106,-1.29527,-1.302038,-1.255107,-0.938383,-0.708295,-0.787361,-0.355734,-0.730033,-0.959389,-0.579665,-0.007045,-0.096137,-0.777703,-0.715708,-0.884549,-1.191371,-0.345887,-0.27053,-0.333243,0.159062,-0.134512,0.604623,0.595259,0.120047,0.139495,0.409543,0.363234,0.737447,0.670257,0.998232,0.900815,1.293188,2.067846,2.582177,2.740222,2.957434,3.041272,3.051951,3.191429,2.932327,2.664808,1.249216,1.363937,0.026673,-1.894626,-3.315391,-1.700204,1.593213,1.960748,2.071541,2.413054,1.853039,1.916015,2.482898,2.389221,1.912611,1.290203,2.196924,1.121017,2.356948,1.8833,1.138598,1.71538,2.450959,3.344168,4.927176,4.689213,4.680189,4.62494,4.483108,4.433571,4.352378,4.251196,5.145519,5.209954,5.056746,5.611724,6.270513,5.549038,6.14906,3.823989,4.117039,2.979096,2.602766,3.217754,3.105579,3.190752,3.234632,3.537737,3.586748,3.077634,2.908924,2.319765,2.962961,3.106229,2.946517,2.170033,0.700042,0.225727,-0.303472,1.885024,3.173546,3.139716,2.988018,3.087598,3.494288,3.33072,3.26762,2.987591,3.913223,4.033807,3.672777,-0.51291,-0.363424,-0.822386,-0.680114,3.527638,3.996366,3.495282,3.538363,2.951324,2.002887,0.842328,0.444253,-0.053763,-0.937213,-0.656302,-1.297724,-1.411421,-1.143116,-0.978929,-0.707464,-0.919041,-0.914411,0.187871,1.114873,-0.878808,-0.547274,1.10206,1.458128,0.9125,0.224431,-0.213282,-0.271208,-0.582024,-0.928242,-1.456427,-1.744975,-1.477443,-1.500703,-1.537767,-1.628969,-2.034496,-2.014287,-1.843267
02/22/2018 00:00:00,-1.781087,-1.596375,-0.9172,-0.305356,0.08185,-0.195635,-0.321394,-0.160946,-0.422,0.236456,0.481816,-0.036135,-0.395173,-0.051689,1.152132,0.437706,-0.453931,0.15494,0.802759,1.005676,0.614918,0.324353,0.687832,0.644773,0.232426,0.014734,-0.052339,0.093068,-0.496225,0.10245,-0.42542,-0.232624,-0.094807,-0.008691,0.10179,-0.258498,0.130579,-0.070041,0.125634,0.228343,0.126895,0.014297,-0.31511,-0.833275,-1.187586,-1.273244,-1.342967,-1.347221,-1.308564,-1.003454,-0.76986,-0.833732,-0.385822,-0.766774,-1.007318,-0.619759,-0.038972,-0.117422,-0.807607,-0.746344,-0.920369,-1.248005,-0.394252,-0.290358,-0.327501,0.168812,-0.141911,0.582525,0.573392,0.096373,0.117979,0.377846,0.351545,0.745721,0.660454,0.991514,0.884806,1.265955,2.049099,2.563061,2.723052,2.940456,3.011977,3.003654,3.146404,2.887997,2.597658,1.135536,1.328522,-0.139624,-2.068535,-3.505781,-1.860304,1.47935,1.854341,1.969043,2.338165,1.760647,1.799753,2.357821,2.279058,1.8046,1.177247,2.126914,1.012514,2.264908,1.844307,0.990574,1.586412,2.38703,3.258721,4.866672,4.620177,4.599742,4.541305,4.323857,4.307882,4.233502,4.176172,5.112878,5.182151,5.030429,5.602286,6.245525,5.499172,6.097056,3.83877,4.047488,2.907312,2.516266,3.137864,3.029127,3.117916,3.181103,3.50145,3.54789,3.020019,2.834132,2.205625,2.836764,3.048543,2.871061,2.136107,0.582668,0.172908,-0.307536,1.831894,3.127484,3.090944,2.926128,3.025727,3.431641,3.257105,3.204446,2.929741,3.874085,3.985926,3.627058,-0.487874,-0.516712,-0.876345,-0.728014,3.242507,3.91215,3.407008,3.425824,2.840724,1.851359,0.724185,0.277663,-0.171899,-1.009497,-0.750731,-1.380748,-1.537267,-1.290556,-1.104656,-0.817519,-1.028928,-1.023573,0.071876,0.971579,-1.058241,-0.684503,1.035781,1.392274,0.849838,0.156512,-0.279554,-0.318643,-0.626647,-0.971097,-1.493169,-1.770624,-1.508949,-1.539811,-1.591801,-1.658599,-2.026703,-1.97797,-1.781087
02/23/2018 00:00:00,-1.708702,-1.498374,-0.826243,-0.258555,0.117879,-0.156571,-0.274227,-0.119897,-0.385909,0.243736,0.453746,-0.063378,-0.416223,-0.060207,1.128232,0.409176,-0.496014,0.123432,0.787129,0.989878,0.616884,0.330874,0.708436,0.655248,0.236057,0.017911,-0.054865,0.098003,-0.503944,0.084515,-0.451667,-0.272948,-0.122501,-0.038626,0.079962,-0.270549,0.122733,-0.067004,0.130437,0.220925,0.1154,0.001106,-0.326223,-0.851415,-1.226965,-1.308591,-1.384821,-1.386651,-1.356301,-1.062896,-0.826789,-0.876275,-0.413954,-0.800289,-1.051217,-0.657006,-0.070095,-0.13724,-0.833875,-0.773474,-0.952819,-1.300838,-0.441387,-0.308499,-0.317716,0.180685,-0.146094,0.560518,0.551494,0.074747,0.098153,0.346859,0.341703,0.754889,0.651223,0.983906,0.86869,1.236798,2.024633,2.537212,2.698845,2.916273,2.974469,2.946222,3.091934,2.834448,2.518548,1.00956,1.25124,-0.32302,-2.252445,-3.696838,-2.057586,1.342932,1.733158,1.853251,2.251604,1.657473,1.670503,2.217182,2.155106,1.684015,1.054629,2.046608,0.895334,2.161458,1.769749,0.831694,1.443992,2.311678,3.161395,4.794336,4.53956,4.505942,4.444814,4.142149,4.163923,4.09745,4.089125,5.069594,5.14654,4.996785,5.579145,6.213565,5.440805,6.034684,3.85453,3.966659,2.824222,2.418738,3.045515,2.940378,3.03273,3.117014,3.455978,3.499762,2.951945,2.74758,2.078171,2.696135,2.979489,2.783793,2.091908,0.45767,0.118116,-0.309128,1.764179,3.071655,3.032111,2.853314,2.953296,3.357777,3.172157,3.13045,2.862971,3.825821,3.927795,3.572034,-0.455973,-0.674904,-0.928288,-0.773549,2.921354,3.813616,3.306621,3.298639,2.715934,1.687478,0.599199,0.104359,-0.292959,-1.079165,-0.844132,-1.460043,-1.661037,-1.436505,-1.22966,-0.927735,-1.138356,-1.132776,-0.049548,0.80621,-1.24046,-0.825395,0.962129,1.31844,0.781355,0.085232,-0.347407,-0.367014,-0.670699,-1.011941,-1.526049,-1.791272,-1.53613,-1.574727,-1.642105,-1.683092,-2.011673,-1.933552,-1.708702
02/24/2018 00:00:00,-1.625936,-1.387662,-0.724664,-0.2062,0.157053,-0.113275,-0.222013,-0.074446,-0.344471,0.252586,0.424846,-0.089273,-0.434266,-0.066416,1.101174,0.380111,-0.536041,0.092554,0.77046,0.97221,0.618812,0.338666,0.729078,0.665285,0.240362,0.022689,-0.055456,0.104166,-0.508596,0.066801,-0.47625,-0.31254,-0.14953,-0.067714,0.058713,-0.280223,0.115964,-0.062026,0.136769,0.214095,0.10453,-0.011066,-0.334899,-0.865042,-1.261268,-1.338265,-1.421002,-1.420457,-1.398531,-1.116868,-0.87921,-0.915021,-0.440133,-0.830634,-1.091017,-0.691417,-0.100425,-0.155589,-0.856487,-0.797089,-0.981939,-1.350083,-0.487308,-0.324947,-0.303904,0.194666,-0.14706,0.5386,0.529564,0.055167,0.080013,0.316577,0.333545,0.764944,0.642579,0.975399,0.852466,1.205753,1.9943,2.50451,2.667498,2.884806,2.92872,2.879345,3.027753,2.771412,2.426931,0.871201,1.161702,-0.52395,-2.446263,-3.887844,-2.28986,1.1799,1.596278,1.723539,2.152818,1.542803,1.527625,2.060219,2.016732,1.550289,0.922085,1.955458,0.769316,2.046048,1.650813,0.66239,1.287404,2.224108,3.051768,4.709862,4.446356,4.397739,4.334164,3.935149,4.000325,3.943031,3.98918,5.014433,5.102965,4.955655,5.540284,6.174192,5.373682,5.962031,3.871257,3.874194,2.729306,2.309551,2.939931,2.838712,2.934499,3.041937,3.401047,3.442021,2.873002,2.648712,1.936835,2.539665,2.898421,2.684052,2.036193,0.325277,0.061341,-0.308251,1.681825,3.005791,2.962944,2.769094,2.869761,3.272121,3.07518,3.045231,2.78702,3.768117,3.859299,3.507327,-0.41676,-0.838055,-0.978214,-0.81651,2.561514,3.699586,3.193638,3.155747,2.576297,1.511044,0.46722,-0.075642,-0.416888,-1.146272,-0.936554,-1.535716,-1.782843,-1.581021,-1.353953,-1.03813,-1.247343,-1.242021,-0.176344,0.629922,-1.425545,-0.969932,0.88091,1.236465,0.70703,0.010638,-0.416849,-0.416275,-0.714186,-1.050805,-1.555104,-1.806952,-1.559069,-1.605571,-1.688614,-1.702587,-1.989322,-1.880297,-1.625936
02/25/2018 00:00:00,-1.532783,-1.263673,-0.611991,-0.148193,0.199412,-0.065995,-0.16471,-0.024569,-0.297647,0.26307,0.395108,-0.113818,-0.449295,-0.070331,1.070937,0.35053,-0.574022,0.062321,0.752753,0.952695,0.620703,0.347753,0.74977,0.674835,0.245339,0.02907,-0.052726,0.111559,-0.51016,0.049303,-0.499164,-0.351398,-0.175894,-0.095959,0.038045,-0.287515,0.11027,-0.055108,0.144634,0.207853,0.094285,-0.02222,-0.341142,-0.874143,-1.29052,-1.362402,-1.451585,-1.448801,-1.435377,-1.165531,-0.927262,-0.949995,-0.464375,-0.857734,-1.126877,-0.722993,-0.129973,-0.172471,-0.875423,-0.817243,-1.007699,-1.395725,-0.532034,-0.339652,-0.286102,0.210741,-0.14481,0.516771,0.507602,0.03763,0.063555,0.286995,0.327196,0.774552,0.634538,0.965984,0.836132,1.172857,1.957942,2.46483,2.628882,2.845907,2.874481,2.802707,2.953464,2.698551,2.322171,0.720363,1.05952,-0.742637,-2.649801,-4.054882,-2.554524,0.985304,1.442813,1.579217,2.04126,1.41485,1.370475,1.885762,1.862891,1.402889,0.779404,1.852842,0.634314,1.918201,1.519962,0.484729,1.117239,2.123594,2.929383,4.612131,4.339541,4.274094,4.20854,3.700057,3.814726,3.768112,3.874923,4.946996,5.051101,4.90682,5.48343,6.127136,5.29742,5.877395,3.888186,3.769209,2.622258,2.188319,2.820287,2.723339,2.822689,2.955307,3.3363,3.374248,2.782772,2.536863,1.780913,2.365073,2.802891,2.571261,1.967598,0.185836,0.002558,-0.304909,1.584967,2.929575,2.882862,2.673111,2.774696,3.173932,2.965633,2.948193,2.701513,3.70055,3.779589,3.43262,-0.36983,-1.006073,-1.026126,-0.856669,2.161712,3.5689,3.067172,2.996501,2.418817,1.321178,0.328112,-0.262262,-0.543624,-1.210952,-1.027993,-1.607867,-1.902739,-1.724212,-1.477586,-1.148724,-1.355907,-1.351305,-0.308434,0.44259,-1.613338,-1.118072,0.791916,1.146193,0.626849,-0.067218,-0.487884,-0.466397,-0.75711,-1.087697,-1.580373,-1.817666,-1.577773,-1.632347,-1.731501,-1.717094,-1.959554,-1.817119,-1.532783
02/26/2018 00:00:00,-1.429114,-1.12568,-0.48785,-0.084408,0.24499,-0.014691,-0.102275,0.029757,-0.2454,0.275209,0.364524,-0.13701,-0.461303,-0.071966,1.037503,0.320445,-0.609959,0.032747,0.734008,0.931361,0.622556,0.35816,0.770523,0.683907,0.250987,0.037057,-0.048329,0.120184,-0.508626,0.032013,-0.52044,-0.389521,-0.201594,-0.123365,0.017959,-0.292421,0.105651,-0.046245,0.154034,0.202199,0.084664,-0.032357,-0.344949,-0.8787,-1.314829,-1.38097,-1.476739,-1.471626,-1.466967,-1.209055,-0.971066,-0.981232,-0.486687,-0.881638,-1.158791,-0.751776,-0.158747,-0.187884,-0.890657,-0.833941,-1.03019,-1.437793,-0.57558,-0.352593,-0.264367,0.228894,-0.139339,0.49503,0.485607,0.022133,0.04878,0.258109,0.322666,0.784441,0.627116,0.955655,0.819687,1.13815,1.9154,2.417976,2.58284,2.799426,2.811509,2.715933,2.868606,2.615576,2.203643,0.557007,0.94424,-0.979095,-2.862764,-4.218471,-2.84865,0.753406,1.271833,1.419652,1.916244,1.272874,1.198302,1.693017,1.692592,1.241108,0.626299,1.738224,0.490255,1.777237,1.376676,0.306685,0.935967,2.009208,2.79357,4.500176,4.218495,4.133191,4.06614,3.433644,3.604822,3.570817,3.744933,4.865027,4.990544,4.850041,5.406072,6.071671,5.211862,5.779978,3.903472,3.650833,2.502517,2.054569,2.685776,2.593685,2.696244,2.856728,3.261254,3.295975,2.680597,2.411441,1.609253,2.171141,2.691261,2.444719,1.884508,0.039807,-0.058274,-0.299107,1.478081,2.842566,2.791696,2.564558,2.667551,3.062677,2.84283,2.838792,2.606158,3.622746,3.688113,3.347335,-0.314868,-1.178634,-1.072029,-0.893816,1.72441,3.420063,2.926294,2.819354,2.239397,1.116009,0.177577,-0.455376,-0.673095,-1.273644,-1.118519,-1.676631,-2.020806,-1.866188,-1.600607,-1.259533,-1.464066,-1.460628,-0.445724,0.244135,-1.803816,-1.269739,0.694976,1.04746,0.540783,-0.148282,-0.560518,-0.517363,-0.799478,-1.122627,-1.601838,-1.823432,-1.592255,-1.65508,-1.770769,-1.726635,-1.922199,-1.743571,-1.429114
02/27/2018 00:00:00,-1.313003,-0.973132,-0.351813,-0.014721,0.293828,0.040679,-0.034666,0.088556,-0.187686,0.289055,0.333066,-0.158845,-0.470279,-0.071336,1.000854,0.289867,-0.643852,0.003849,0.714228,0.908223,0.62437,0.369841,0.791347,0.692496,0.257302,0.046654,-0.042269,0.130042,-0.503977,0.014928,-0.540054,-0.426905,-0.226629,-0.149934,-0.001543,-0.294933,0.102104,-0.035433,0.164973,0.197134,0.075664,-0.041479,-0.346317,-0.878667,-1.334203,-1.394164,-1.496523,-1.489149,-1.493432,-1.247491,-1.010752,-1.008672,-0.507075,-0.902352,-1.186788,-0.777715,-0.186759,-0.201827,-0.902155,-0.847195,-1.049383,-1.476309,-0.61796,-0.363703,-0.238782,0.249115,-0.130642,0.473376,0.463579,0.008674,0.035686,0.229916,0.319971,0.795238,0.620333,0.944403,0.803132,1.10167,1.866512,2.363773,2.52919,2.745171,2.739504,2.618583,2.772605,2.521916,2.070413,0.381021,0.815347,-1.232965,-3.084916,-4.384321,-3.169268,0.477584,1.082452,1.243968,1.777252,1.116184,1.010394,1.481357,1.504806,1.064372,0.462582,1.610776,0.337026,1.622728,1.220622,0.140496,0.746277,1.880261,2.643776,4.372437,4.081384,3.973402,3.905341,3.132078,3.3679,3.34865,3.597704,4.767031,4.920731,4.784881,5.309087,6.00717,5.116424,5.668598,3.914405,3.51826,2.369801,1.907795,2.535372,2.448583,2.554306,2.745338,3.175559,3.206633,2.565917,2.271566,1.421279,1.956774,2.5657,2.30362,1.785311,-0.112222,-0.121215,-0.290849,1.364913,2.744322,2.688687,2.442861,2.547625,2.937222,2.705962,2.716369,2.50032,3.534095,3.583947,3.250761,-0.251736,-1.355368,-1.115921,-0.927738,1.254158,3.251747,2.7701,2.623238,2.043467,0.895226,0.020166,-0.654803,-0.805429,-1.334438,-1.208156,-1.74197,-2.137126,-2.007056,-1.723061,-1.370575,-1.57185,-1.569987,-0.588103,0.034543,-1.996906,-1.424819,0.589938,0.940097,0.448817,-0.232502,-0.634753,-0.569164,-0.841293,-1.155608,-1.619571,-1.824235,-1.602521,-1.673784,-1.806454,-1.731218,-1.877089,-1.659196,-1.313003
02/28/2018 00:00:00,-1.183238,-0.80507,-0.203428,0.061005,0.345967,0.100159,0.03816,0.151448,-0.124462,0.304661,0.300733,-0.179321,-0.476208,-0.068452,0.960976,0.258811,-0.6757,-0.024356,0.693414,0.88316,0.626147,0.38263,0.812255,0.700599,0.264285,0.057865,-0.034543,0.141134,-0.496194,-0.001959,-0.558018,-0.463548,-0.251002,-0.17567,-0.020462,-0.295039,0.09963,-0.022666,0.177446,0.192657,0.067286,-0.049585,-0.345239,-0.874019,-1.348658,-1.401917,-1.511,-1.501369,-1.514783,-1.281016,-1.046339,-1.032378,-0.525546,-0.919864,-1.210018,-0.800855,-0.214017,-0.2143,-0.909888,-0.857015,-1.065302,-1.511287,-0.659203,-0.372912,-0.209451,0.27139,-0.118708,0.45181,0.441515,-0.002747,0.02427,0.202413,0.319127,0.806951,0.614211,0.93222,0.786463,1.063457,1.811158,2.30201,2.467735,2.682915,2.658218,2.510317,2.665097,2.417131,1.921672,0.192399,0.672328,-1.503667,-3.315713,-4.55213,-3.51311,0.150589,0.873568,1.05146,1.623387,0.94421,0.805869,1.248702,1.298603,0.872037,0.28807,1.469842,0.174622,1.453897,1.051113,-0.038841,0.555463,1.7355,2.479223,4.227271,3.926826,3.792448,3.724167,2.791523,3.100838,3.09926,3.430904,4.650967,4.841346,4.71106,5.197798,5.933494,5.010464,5.541582,3.915558,3.370464,2.223332,1.747783,2.368211,2.287117,2.395718,2.620479,3.07845,3.105488,2.43805,2.116329,1.216336,1.720416,2.425061,2.147211,1.668236,-0.269541,-0.18634,-0.280142,1.246662,2.634314,2.5733,2.307289,2.414473,2.796683,2.554358,2.58013,2.383301,3.433836,3.466793,3.142236,-0.180447,-1.535288,-1.157797,-0.958227,0.735722,3.061806,2.597453,2.406746,1.830083,0.658552,-0.143684,-0.860295,-0.940624,-1.393305,-1.296937,-1.804086,-2.251777,-2.146927,-1.844997,-1.481868,-1.679219,-1.679412,-0.735438,-0.186142,-2.19252,-1.583167,0.476678,0.823969,0.350934,-0.31982,-0.710593,-0.621792,-0.882561,-1.186649,-1.63355,-1.820055,-1.608568,-1.688465,-1.838583,-1.730833,-1.824012,-1.56333,-1.183238
03/01/2018 00:00:00,-1.03904,-0.620748,-0.042265,0.142919,0.401448,0.163793,0.116244,0.218492,-0.055685,0.322086,0.267501,-0.198435,-0.479073,-0.063329,0.917858,0.227291,-0.7055,-0.05185,0.671566,0.856141,0.627884,0.396519,0.833254,0.708212,0.271934,0.070693,-0.025151,0.153461,-0.485258,-0.018653,-0.574332,-0.499445,-0.274712,-0.200574,-0.038794,-0.292746,0.098226,-0.007938,0.19147,0.18877,0.059527,-0.056677,-0.341718,-0.864701,-1.358184,-1.404322,-1.520215,-1.508318,-1.531151,-1.309688,-1.077969,-1.052314,-0.542107,-0.934169,-1.229396,-0.821186,-0.240533,-0.225299,-0.913819,-0.863405,-1.077954,-1.542734,-0.699316,-0.380238,-0.176508,0.295709,-0.103529,0.430329,0.419417,-0.012129,0.014532,0.175599,0.320152,0.819585,0.608883,0.9191,0.769681,1.023549,1.749156,2.232455,2.3982,2.612384,2.567171,2.39046,2.545134,2.300662,1.756392,-0.008845,0.514529,-1.789781,-3.554665,-4.721556,-3.876832,-0.234969,0.644171,0.841344,1.45385,0.756122,0.583897,0.992264,1.072677,0.663629,0.102623,1.31469,0.003077,1.270141,0.867747,-0.233557,0.353931,1.573953,2.2996,4.062731,3.753061,3.588155,3.520251,2.407335,2.800254,2.819603,3.242244,4.514174,4.751438,4.627845,5.070512,5.849282,4.893499,5.397342,3.899742,3.206527,2.062529,1.574006,2.182923,2.108085,2.219312,2.481229,2.969325,2.992047,2.296169,1.944793,0.993781,1.460781,2.268244,1.974482,1.531741,-0.431332,-0.256041,-0.266974,1.125294,2.511926,2.444399,2.156986,2.26707,2.639833,2.386959,2.429504,2.254345,3.321267,3.335109,3.020872,-0.101339,-1.717276,-1.197754,-0.985071,0.165357,2.848359,2.407388,2.168722,1.59856,0.405841,-0.316475,-1.062737,-1.078493,-1.450312,-1.384897,-1.86301,-2.364856,-2.28599,-1.966447,-1.593434,-1.786253,-1.788788,-0.887575,-0.417778,-2.390551,-1.744599,0.355109,0.698892,0.247121,-0.410178,-0.788038,-0.675241,-0.923286,-1.215757,-1.643787,-1.810856,-1.610385,-1.699121,-1.867177,-1.725462,-1.762718,-1.455371,-1.03904
03/02/2018 00:00:00,-0.879619,-0.419299,0.132166,0.231175,0.460314,0.231623,0.199624,0.290081,0.018692,0.341397,0.233349,-0.216189,-0.478855,-0.055978,0.871491,0.195322,-0.733255,-0.078615,0.648686,0.827161,0.629584,0.411508,0.854356,0.715364,0.280248,0.085142,-0.014093,0.167026,-0.471149,-0.035161,-0.588999,-0.53459,-0.297759,-0.224651,-0.056539,-0.288029,0.097893,0.008758,0.207039,0.185472,0.052387,-0.062756,-0.335742,-0.850656,-1.362761,-1.401358,-1.524201,-1.510008,-1.54255,-1.333575,-1.105675,-1.068461,-0.55676,-0.94526,-1.244984,-0.838733,-0.266316,-0.234825,-0.91391,-0.866365,-1.087346,-1.570631,-0.738328,-0.388934,-0.140109,0.321664,-0.08509,0.408935,0.397282,-0.01947,0.006472,0.149472,0.32307,0.833147,0.605329,0.905035,0.752784,0.981976,1.680388,2.154841,2.320338,2.53336,2.466003,2.258545,2.412119,2.171834,1.5738,-0.222636,0.341358,-2.08953,-3.801145,-4.892206,-4.25664,-0.685878,0.393339,0.613002,1.26786,0.55132,0.343485,0.710509,0.825961,0.438464,-0.093844,1.144561,-0.177513,1.070896,0.670072,-0.444228,0.13444,1.394447,2.103763,3.876425,3.557965,3.357677,3.291075,1.97387,2.462436,2.506592,3.028807,4.35406,4.650289,4.50894,4.925493,5.753741,4.76478,5.233826,3.784972,3.025071,1.886834,1.386343,1.978377,1.910312,2.023782,2.326742,2.847282,2.865163,2.139732,1.756184,0.753153,1.176503,2.094109,1.784419,1.373997,-0.597677,-0.331109,-0.251371,1.00412,2.376635,2.301606,1.991296,2.104686,2.465481,2.20275,2.263399,2.112614,3.195432,3.18799,2.885895,-0.015109,-1.899734,-1.235966,-1.008059,-0.458009,2.609197,2.198416,1.907699,1.348285,0.137158,-0.496384,-1.265777,-1.218881,-1.505473,-1.472067,-1.918807,-2.476372,-2.424124,-2.087441,-1.705271,-1.892946,-1.898239,-1.04435,-0.660131,-2.590889,-1.908869,0.225191,0.564741,0.137371,-0.50352,-0.867087,-0.729508,-0.963471,-1.242941,-1.650278,-1.796589,-1.607957,-1.705758,-1.892248,-1.715052,-1.692927,-1.3346,-0.879619
