time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102
01/03/2016 00:00:00,-0.665983,-0.590927,-0.662611,-0.568258,-0.607282,-0.377664,-0.510235,-0.63546,-0.111558,-0.185744,-0.190995,0.039885,0.125987,0.178302,0.110069,0.157183,0.253184,-0.159802,0.117253,0.033955,0.105592,-0.101781,-0.03838,-0.039743,-0.02115,-0.088657,-0.095379,-0.104954,-0.101373,-0.002397,-0.335601,-0.207859,-0.239697,-0.227249,-0.17548,-0.558548,-0.270161,-1.263691,-0.573099,-0.427216,-1.238812,-1.236159,-1.033411,-0.54545,-0.56711,-0.788961,-0.373412,-0.384329,-0.253769,-0.078166,-0.200525,-0.100778,0.042036,0.08939,0.075986,0.08397,0.026152,0.076202,0.091664,0.124915,-0.011234,0.174827,0.104102,0.097046,0.077269,0.036604,0.078008,0.056727,-0.037183,-0.029334,0.067633,-0.088356,-0.11328,0.031324,-0.372202,-0.014347,-0.25222,-0.130606,-0.174229,-0.332144,-0.098594,-0.117995,-0.003817,-0.01024,-0.267058,0.018665,-0.072976,-0.164682,0.04759,-0.069152,-0.030385,-0.103891,-0.119551,-0.141462,-0.170656,-0.202695,-0.388574,-0.446293,-0.160376,-1.301154,-0.665983,-0.590927,-0.662611
01/04/2016 00:00:00,-0.677281,-0.599696,-0.653495,-0.562698,-0.598548,-0.376973,-0.502402,-0.649089,-0.133175,-0.189973,-0.197714,0.055918,0.136402,0.191947,0.110879,0.153524,0.24494,-0.150617,0.113593,0.03519,0.104956,-0.097729,-0.042274,-0.034495,-0.022702,-0.089472,-0.095427,-0.111944,-0.098507,-0.003967,-0.329695,-0.203451,-0.235446,-0.221125,-0.173951,-0.550264,-0.270662,-1.264937,-0.585798,-0.441154,-1.228405,-1.224704,-1.030024,-0.556578,-0.584337,-0.793956,-0.365822,-0.378339,-0.245418,-0.077265,-0.193942,-0.096562,0.043343,0.093004,0.072424,0.081351,0.026798,0.076096,0.091905,0.124433,-0.006821,0.172468,0.103869,0.096298,0.077218,0.036682,0.075518,0.052275,-0.03209,-0.026517,0.067091,-0.087145,-0.11225,0.024393,-0.370926,-0.014911,-0.245563,-0.134355,-0.182055,-0.332793,-0.099473,-0.116027,-0.009616,-0.018314,-0.259762,0.013551,-0.071719,-0.163119,0.042978,-0.07025,-0.029208,-0.103497,-0.117062,-0.138406,-0.168098,-0.201856,-0.387755,-0.446258,-0.171683,-1.305858,-0.677281,-0.599696,-0.653495
01/05/2016 00:00:00,-0.68862,-0.608518,-0.644244,-0.557115,-0.589814,-0.376277,-0.494534,-0.662748,-0.154863,-0.194167,-0.204663,0.072414,0.14687,0.205592,0.111691,0.149858,0.236696,-0.141432,0.10993,0.036425,0.104319,-0.093679,-0.046172,-0.029246,-0.024259,-0.09029,-0.095477,-0.118933,-0.095637,-0.005536,-0.323791,-0.199043,-0.23119,-0.21497,-0.172402,-0.541923,-0.27113,-1.266219,-0.598497,-0.455093,-1.217974,-1.213254,-1.026548,-0.567725,-0.601559,-0.798996,-0.358193,-0.372334,-0.23706,-0.076377,-0.187367,-0.092352,0.044647,0.096622,0.068865,0.078733,0.027443,0.07599,0.092147,0.123949,-0.002407,0.170109,0.103638,0.095551,0.077168,0.03676,0.073026,0.047822,-0.026997,-0.0237,0.066547,-0.085935,-0.111225,0.01746,-0.36965,-0.015476,-0.238903,-0.138112,-0.189882,-0.333439,-0.100346,-0.114055,-0.015412,-0.026404,-0.252445,0.008441,-0.070456,-0.161551,0.03837,-0.071342,-0.028025,-0.103101,-0.114573,-0.135355,-0.165547,-0.201026,-0.386943,-0.446232,-0.18299,-1.310536,-0.68862,-0.608518,-0.644244
01/06/2016 00:00:00,-0.699995,-0.617386,-0.634863,-0.55151,-0.58108,-0.375577,-0.486634,-0.676435,-0.176619,-0.19832,-0.211835,0.089361,0.157389,0.219237,0.112505,0.146187,0.228452,-0.132247,0.106265,0.037659,0.103682,-0.08963,-0.050074,-0.023997,-0.025819,-0.091111,-0.09553,-0.12592,-0.092762,-0.007103,-0.317888,-0.194635,-0.22693,-0.208787,-0.170835,-0.533529,-0.271567,-1.267539,-0.611195,-0.469029,-1.207522,-1.20181,-1.022984,-0.578889,-0.618777,-0.80408,-0.350526,-0.366317,-0.228696,-0.075504,-0.1808,-0.088148,0.04595,0.100244,0.06531,0.076116,0.028086,0.075883,0.092388,0.123466,0.00201,0.167751,0.103408,0.094806,0.077118,0.036839,0.070534,0.043369,-0.021904,-0.020885,0.066001,-0.084728,-0.110203,0.010525,-0.368375,-0.016041,-0.232241,-0.141876,-0.197707,-0.334082,-0.101214,-0.112078,-0.021206,-0.034509,-0.24511,0.003335,-0.069185,-0.15998,0.033767,-0.072428,-0.026835,-0.102703,-0.112086,-0.13231,-0.163003,-0.200204,-0.38614,-0.446214,-0.194295,-1.315189,-0.699995,-0.617386,-0.634863
01/07/2016 00:00:00,-0.711405,-0.626295,-0.625356,-0.545883,-0.572346,-0.374873,-0.478703,-0.690148,-0.198438,-0.202429,-0.219221,0.106747,0.167954,0.232881,0.113321,0.14251,0.220208,-0.123062,0.102598,0.038893,0.103044,-0.085583,-0.053979,-0.018748,-0.027382,-0.091934,-0.095586,-0.132908,-0.089884,-0.008669,-0.311986,-0.190228,-0.222666,-0.202576,-0.169249,-0.525084,-0.271972,-1.268895,-0.623893,-0.482962,-1.19705,-1.190372,-1.019335,-0.590066,-0.635991,-0.809207,-0.342826,-0.360289,-0.220327,-0.074645,-0.174241,-0.08395,0.047252,0.103868,0.061758,0.073499,0.028728,0.075776,0.092628,0.122981,0.006428,0.165393,0.103179,0.094061,0.077069,0.036917,0.068041,0.038915,-0.016811,-0.018071,0.065453,-0.083522,-0.109186,0.003588,-0.3671,-0.016606,-0.225576,-0.145649,-0.205533,-0.334722,-0.102076,-0.110097,-0.026998,-0.042627,-0.237757,-0.001768,-0.067907,-0.158404,0.029167,-0.073508,-0.02564,-0.102302,-0.1096,-0.12927,-0.160467,-0.19939,-0.385345,-0.446203,-0.2056,-1.319817,-0.711405,-0.626295,-0.625356
01/08/2016 00:00:00,-0.722847,-0.63524,-0.615728,-0.540236,-0.563612,-0.374165,-0.470744,-0.703887,-0.220317,-0.206489,-0.226812,0.124557,0.178564,0.246525,0.114139,0.138828,0.211964,-0.113876,0.098929,0.040126,0.102405,-0.081537,-0.057888,-0.013498,-0.02895,-0.092759,-0.095644,-0.139894,-0.087001,-0.010232,-0.306086,-0.185823,-0.2184,-0.19634,-0.167646,-0.516593,-0.272346,-1.270287,-0.636591,-0.496887,-1.18656,-1.17894,-1.015602,-0.601252,-0.653199,-0.814376,-0.335095,-0.354251,-0.211955,-0.073801,-0.167692,-0.079759,0.048552,0.107496,0.05821,0.070882,0.029369,0.075668,0.092868,0.122496,0.010848,0.163035,0.102952,0.093317,0.077021,0.036996,0.065547,0.034461,-0.011719,-0.015258,0.064903,-0.082319,-0.108173,-0.003351,-0.365825,-0.017173,-0.21891,-0.149428,-0.213357,-0.335359,-0.102933,-0.108111,-0.032786,-0.050756,-0.230387,-0.006867,-0.066623,-0.156825,0.024572,-0.074582,-0.024438,-0.101899,-0.107115,-0.126236,-0.157938,-0.198584,-0.384557,-0.446201,-0.216903,-1.324419,-0.722847,-0.63524,-0.615728
01/09/2016 00:00:00,-0.734318,-0.644213,-0.605983,-0.534569,-0.554878,-0.373452,-0.462758,-0.717648,-0.24225,-0.210495,-0.234598,0.142774,0.189215,0.260169,0.114959,0.135141,0.20372,-0.104691,0.095257,0.04136,0.101766,-0.077492,-0.0618,-0.008248,-0.03052,-0.093587,-0.095704,-0.146879,-0.084114,-0.011794,-0.300187,-0.181419,-0.214131,-0.190079,-0.166026,-0.508057,-0.272688,-1.271716,-0.649288,-0.510802,-1.176055,-1.167514,-1.011787,-0.612444,-0.670403,-0.819586,-0.327335,-0.348207,-0.203582,-0.072971,-0.161152,-0.075573,0.04985,0.111127,0.054665,0.068266,0.030009,0.075559,0.093107,0.122011,0.015269,0.160677,0.102726,0.092573,0.076974,0.037076,0.063053,0.030007,-0.006626,-0.012447,0.064351,-0.081117,-0.107164,-0.010292,-0.364551,-0.01774,-0.212242,-0.153215,-0.221182,-0.335994,-0.103784,-0.106122,-0.038571,-0.058895,-0.223001,-0.011961,-0.065333,-0.155242,0.019981,-0.075651,-0.02323,-0.101493,-0.10463,-0.123207,-0.155417,-0.197787,-0.383777,-0.446206,-0.228204,-1.328997,-0.734318,-0.644213,-0.605983
01/10/2016 00:00:00,-0.745816,-0.653209,-0.596127,-0.528884,-0.546143,-0.372736,-0.454747,-0.731431,-0.264236,-0.214442,-0.242567,0.161382,0.199906,0.273812,0.115781,0.13145,0.195476,-0.095506,0.091584,0.042592,0.101127,-0.073449,-0.065715,-0.002999,-0.032094,-0.094418,-0.095767,-0.153864,-0.081223,-0.013355,-0.294289,-0.177017,-0.209861,-0.183796,-0.16439,-0.499481,-0.272999,-1.273182,-0.661984,-0.524705,-1.165536,-1.156094,-1.007892,-0.623638,-0.687602,-0.824837,-0.319551,-0.342157,-0.195208,-0.072155,-0.154622,-0.071395,0.051147,0.114761,0.051124,0.06565,0.030647,0.07545,0.093347,0.121525,0.019692,0.15832,0.102502,0.091831,0.076927,0.037155,0.060558,0.025553,-0.001533,-0.009637,0.063797,-0.079918,-0.10616,-0.017235,-0.363278,-0.018307,-0.205573,-0.157009,-0.229006,-0.336626,-0.10463,-0.104128,-0.044353,-0.067042,-0.215601,-0.01705,-0.064036,-0.153656,0.015394,-0.076713,-0.022016,-0.101085,-0.102147,-0.120183,-0.152904,-0.196998,-0.383005,-0.446219,-0.239504,-1.33355,-0.745816,-0.653209,-0.596127
01/11/2016 00:00:00,-0.757338,-0.662221,-0.586164,-0.523181,-0.537409,-0.372016,-0.446712,-0.745236,-0.286269,-0.218327,-0.250707,0.180361,0.210632,0.287456,0.116604,0.127754,0.187231,-0.086321,0.087909,0.043825,0.100486,-0.069408,-0.069634,0.002251,-0.033671,-0.09525,-0.095832,-0.160847,-0.078328,-0.014914,-0.288393,-0.172616,-0.20559,-0.177492,-0.162737,-0.490867,-0.27328,-1.274684,-0.67468,-0.538594,-1.155005,-1.14468,-1.003919,-0.634832,-0.704795,-0.830128,-0.311744,-0.336104,-0.186836,-0.071353,-0.148103,-0.067222,0.052442,0.118398,0.047586,0.063035,0.031285,0.07534,0.093585,0.121039,0.024117,0.155964,0.102278,0.091089,0.076881,0.037235,0.058062,0.021098,0.003559,-0.006828,0.063242,-0.078721,-0.10516,-0.024179,-0.362005,-0.018876,-0.198902,-0.160809,-0.23683,-0.337254,-0.105471,-0.10213,-0.050131,-0.075195,-0.208186,-0.022134,-0.062732,-0.152066,0.010811,-0.07777,-0.020796,-0.100675,-0.099665,-0.117165,-0.150398,-0.196217,-0.382241,-0.44624,-0.250802,-1.338078,-0.757338,-0.662221,-0.586164
01/12/2016 00:00:00,-0.768882,-0.671245,-0.576101,-0.51746,-0.528674,-0.371292,-0.438655,-0.759059,-0.308345,-0.222144,-0.259006,0.199691,0.221391,0.301099,0.117429,0.124054,0.178986,-0.077136,0.084232,0.045057,0.099846,-0.065368,-0.073555,0.0075,-0.035252,-0.096085,-0.0959,-0.16783,-0.075429,-0.016471,-0.282498,-0.168218,-0.201319,-0.171169,-0.16107,-0.482219,-0.273529,-1.276223,-0.687374,-0.552466,-1.144465,-1.133272,-0.999869,-0.646021,-0.721983,-0.835457,-0.303918,-0.330048,-0.178466,-0.070565,-0.141595,-0.063056,0.053736,0.122038,0.044052,0.06042,0.031921,0.075229,0.093823,0.120552,0.028543,0.153608,0.102056,0.090349,0.076836,0.037315,0.055565,0.016643,0.008652,-0.004021,0.062685,-0.077526,-0.104165,-0.031124,-0.360732,-0.019444,-0.19223,-0.164616,-0.244653,-0.337881,-0.106306,-0.100127,-0.055906,-0.083354,-0.200759,-0.027214,-0.061423,-0.150472,0.006234,-0.07882,-0.01957,-0.100262,-0.097183,-0.114153,-0.147899,-0.195445,-0.381484,-0.446269,-0.262099,-1.342581,-0.768882,-0.671245,-0.576101
01/13/2016 00:00:00,-0.780444,-0.680275,-0.565942,-0.511724,-0.51994,-0.370565,-0.430578,-0.7729,-0.330461,-0.225891,-0.267448,0.21935,0.232181,0.314741,0.118256,0.120351,0.170742,-0.067951,0.080553,0.046288,0.099204,-0.061331,-0.07748,0.012748,-0.036835,-0.096923,-0.09597,-0.174811,-0.072527,-0.018026,-0.276604,-0.163823,-0.197048,-0.164829,-0.159387,-0.473539,-0.273748,-1.277798,-0.700068,-0.566318,-1.133918,-1.121871,-0.995745,-0.657203,-0.739166,-0.840823,-0.296076,-0.323993,-0.170099,-0.069792,-0.135099,-0.058896,0.055028,0.125682,0.040521,0.057806,0.032555,0.075118,0.094061,0.120065,0.03297,0.151253,0.101836,0.089609,0.076792,0.037396,0.053069,0.012187,0.013744,-0.001216,0.062126,-0.076334,-0.103174,-0.038071,-0.35946,-0.020014,-0.185558,-0.16843,-0.252475,-0.338504,-0.107136,-0.098121,-0.061676,-0.091517,-0.193319,-0.032288,-0.060108,-0.148875,0.00166,-0.079865,-0.018339,-0.099847,-0.094703,-0.111145,-0.145409,-0.19468,-0.380735,-0.446306,-0.273393,-1.347061,-0.780444,-0.680275,-0.565942
01/14/2016 00:00:00,-0.792024,-0.689304,-0.555692,-0.505973,-0.511205,-0.369834,-0.422482,-0.786757,-0.352612,-0.229563,-0.276021,0.239315,0.242999,0.328384,0.119084,0.116643,0.162497,-0.058766,0.076872,0.047519,0.098562,-0.057295,-0.081407,0.017996,-0.038422,-0.097762,-0.096042,-0.181792,-0.069621,-0.01958,-0.270711,-0.15943,-0.192777,-0.158472,-0.157691,-0.464832,-0.273936,-1.27941,-0.71276,-0.580148,-1.123366,-1.110475,-0.991549,-0.668375,-0.756344,-0.846227,-0.28822,-0.317938,-0.161738,-0.069033,-0.128615,-0.054743,0.056319,0.129328,0.036995,0.055193,0.033189,0.075007,0.094299,0.119577,0.0374,0.148899,0.101616,0.08887,0.076749,0.037477,0.050571,0.007732,0.018836,0.001588,0.061565,-0.075143,-0.102188,-0.045019,-0.358188,-0.020584,-0.178885,-0.172249,-0.260298,-0.339125,-0.10796,-0.096111,-0.067443,-0.099682,-0.185869,-0.037356,-0.058786,-0.147275,-0.002908,-0.080904,-0.017102,-0.09943,-0.092224,-0.108143,-0.142926,-0.193924,-0.379994,-0.44635,-0.284685,-1.351516,-0.792024,-0.689304,-0.555692
01/15/2016 00:00:00,-0.803618,-0.698328,-0.545358,-0.500206,-0.50247,-0.3691,-0.41437,-0.80063,-0.374795,-0.233156,-0.28471,0.259564,0.253842,0.342026,0.119914,0.112933,0.154252,-0.049581,0.07319,0.04875,0.09792,-0.053261,-0.085337,0.023243,-0.040011,-0.098604,-0.096117,-0.188771,-0.066711,-0.021132,-0.26482,-0.15504,-0.188508,-0.1521,-0.155981,-0.456099,-0.274095,-1.281057,-0.725452,-0.593955,-1.11281,-1.099086,-0.987283,-0.679534,-0.773516,-0.851667,-0.280354,-0.311887,-0.153383,-0.068289,-0.122144,-0.050597,0.057608,0.132977,0.033472,0.052579,0.033821,0.074894,0.094536,0.119088,0.04183,0.146545,0.101398,0.088133,0.076706,0.037558,0.048073,0.003276,0.023929,0.00439,0.061003,-0.073955,-0.101207,-0.051968,-0.356917,-0.021155,-0.172212,-0.176075,-0.268119,-0.339743,-0.10878,-0.094097,-0.073205,-0.107847,-0.178408,-0.042419,-0.05746,-0.145671,-0.007472,-0.081938,-0.015859,-0.099011,-0.089745,-0.105147,-0.14045,-0.193176,-0.37926,-0.446402,-0.295974,-1.355947,-0.803618,-0.698328,-0.545358
01/16/2016 00:00:00,-0.815225,-0.707341,-0.534945,-0.494427,-0.493735,-0.368362,-0.406242,-0.814517,-0.397007,-0.236668,-0.2935,0.28007,0.264707,0.355668,0.120746,0.109219,0.146007,-0.040396,0.069506,0.049981,0.097277,-0.049229,-0.08927,0.028489,-0.041604,-0.099448,-0.096194,-0.19575,-0.063798,-0.022683,-0.25893,-0.150654,-0.184241,-0.145716,-0.154257,-0.447345,-0.274224,-1.282742,-0.738142,-0.607736,-1.102254,-1.087703,-0.982949,-0.690675,-0.790682,-0.857142,-0.27248,-0.305841,-0.145036,-0.067558,-0.115686,-0.046456,0.058896,0.136629,0.029952,0.049967,0.034453,0.074781,0.094772,0.1186,0.046262,0.144193,0.101181,0.087396,0.076664,0.037639,0.045575,-0.001181,0.029021,0.007191,0.06044,-0.07277,-0.100231,-0.058918,-0.355646,-0.021726,-0.165539,-0.179906,-0.275941,-0.340358,-0.109594,-0.09208,-0.078963,-0.116012,-0.170938,-0.047475,-0.056127,-0.144064,-0.012031,-0.082965,-0.014611,-0.098589,-0.087268,-0.102156,-0.137983,-0.192436,-0.378535,-0.446461,-0.307262,-1.360355,-0.815225,-0.707341,-0.534945
01/17/2016 00:00:00,-0.826841,-0.716337,-0.52446,-0.488634,-0.485,-0.367621,-0.398101,-0.828416,-0.419243,-0.240096,-0.302376,0.30081,0.275593,0.36931,0.121579,0.105503,0.137761,-0.031211,0.065821,0.051211,0.096634,-0.045199,-0.093206,0.033735,-0.043199,-0.100295,-0.096274,-0.202728,-0.060882,-0.024232,-0.253041,-0.146271,-0.179977,-0.139319,-0.152522,-0.438572,-0.274323,-1.284462,-0.750831,-0.621489,-1.091699,-1.076326,-0.978549,-0.701798,-0.807843,-0.862652,-0.264602,-0.299802,-0.136698,-0.066842,-0.109242,-0.042323,0.060182,0.140283,0.026436,0.047354,0.035083,0.074668,0.095009,0.11811,0.050695,0.141841,0.100966,0.08666,0.076622,0.037721,0.043076,-0.005638,0.034113,0.00999,0.059875,-0.071587,-0.099259,-0.065868,-0.354376,-0.022298,-0.158866,-0.183743,-0.283761,-0.340971,-0.110403,-0.090059,-0.084717,-0.124175,-0.16346,-0.052526,-0.054789,-0.142453,-0.016586,-0.083987,-0.013357,-0.098165,-0.084791,-0.099171,-0.135524,-0.191704,-0.377816,-0.446528,-0.318546,-1.364738,-0.826841,-0.716337,-0.52446
01/18/2016 00:00:00,-0.838466,-0.725313,-0.513906,-0.48283,-0.476265,-0.366878,-0.389947,-0.842326,-0.441499,-0.243435,-0.311322,0.321758,0.286496,0.382951,0.122413,0.101784,0.129516,-0.022026,0.062134,0.05244,0.09599,-0.041172,-0.097143,0.038979,-0.044796,-0.101143,-0.096355,-0.209705,-0.057961,-0.025779,-0.247154,-0.141891,-0.175715,-0.132913,-0.150774,-0.429783,-0.274394,-1.286219,-0.763518,-0.635212,-1.081146,-1.064955,-0.974086,-0.712898,-0.824998,-0.868195,-0.256721,-0.293771,-0.12837,-0.06614,-0.102812,-0.038195,0.061467,0.143941,0.022925,0.044742,0.035712,0.074554,0.095244,0.11762,0.05513,0.13949,0.100752,0.085924,0.076582,0.037803,0.040577,-0.010095,0.039205,0.012786,0.059308,-0.070407,-0.098292,-0.07282,-0.353106,-0.022871,-0.152193,-0.187585,-0.291582,-0.341582,-0.111207,-0.088034,-0.090465,-0.132335,-0.155975,-0.05757,-0.053446,-0.140839,-0.021135,-0.085003,-0.012098,-0.097739,-0.082315,-0.09619,-0.133072,-0.19098,-0.377106,-0.446603,-0.329828,-1.369099,-0.838466,-0.725313,-0.513906
01/19/2016 00:00:00,-0.850096,-0.734263,-0.503292,-0.477014,-0.46753,-0.366131,-0.381783,-0.856247,-0.463773,-0.246685,-0.320324,0.342888,0.297413,0.396592,0.123248,0.098063,0.12127,-0.012842,0.058446,0.05367,0.095346,-0.037146,-0.101084,0.044222,-0.046397,-0.101993,-0.096439,-0.21668,-0.055038,-0.027325,-0.241267,-0.137515,-0.171457,-0.126499,-0.149015,-0.420982,-0.274435,-1.288012,-0.776204,-0.648902,-1.070599,-1.053591,-0.969561,-0.723974,-0.842147,-0.873771,-0.248841,-0.287749,-0.120053,-0.065453,-0.096397,-0.034075,0.06275,0.147601,0.019416,0.042131,0.03634,0.074439,0.09548,0.11713,0.059565,0.137141,0.100539,0.08519,0.076542,0.037885,0.038078,-0.014552,0.044297,0.015581,0.05874,-0.069229,-0.09733,-0.079772,-0.351837,-0.023444,-0.145521,-0.191432,-0.299402,-0.342189,-0.112005,-0.086005,-0.096209,-0.14049,-0.148483,-0.062607,-0.052097,-0.139223,-0.02568,-0.086013,-0.010834,-0.09731,-0.07984,-0.093216,-0.130628,-0.190264,-0.376403,-0.446684,-0.341106,-1.373437,-0.850096,-0.734263,-0.503292
01/20/2016 00:00:00,-0.86173,-0.743183,-0.492622,-0.471188,-0.458795,-0.365381,-0.37361,-0.870177,-0.48606,-0.249842,-0.329367,0.364173,0.308344,0.410233,0.124085,0.094339,0.113025,-0.003657,0.054757,0.054899,0.094701,-0.033123,-0.105026,0.049464,-0.048,-0.102846,-0.096525,-0.223655,-0.052111,-0.028869,-0.235383,-0.133144,-0.167203,-0.120077,-0.147246,-0.412172,-0.274449,-1.289841,-0.788889,-0.662559,-1.060058,-1.042233,-0.964977,-0.735022,-0.859291,-0.879379,-0.240965,-0.281739,-0.111748,-0.064779,-0.089996,-0.029961,0.064032,0.151264,0.015912,0.03952,0.036966,0.074324,0.095715,0.116639,0.064003,0.134792,0.100327,0.084457,0.076503,0.037967,0.035578,-0.019009,0.049389,0.018374,0.058171,-0.068054,-0.096373,-0.086724,-0.350568,-0.024018,-0.13885,-0.195285,-0.307221,-0.342795,-0.112799,-0.083973,-0.101948,-0.148639,-0.140985,-0.067638,-0.050744,-0.137603,-0.03022,-0.087017,-0.009564,-0.09688,-0.077366,-0.090246,-0.128192,-0.189556,-0.375708,-0.446774,-0.352382,-1.377751,-0.86173,-0.743183,-0.492622
01/21/2016 00:00:00,-0.873366,-0.752067,-0.481903,-0.465353,-0.45006,-0.364629,-0.36543,-0.884115,-0.508358,-0.252905,-0.338436,0.385588,0.319284,0.423874,0.124923,0.090614,0.104779,0.005528,0.051066,0.056127,0.094056,-0.029102,-0.108971,0.054704,-0.049605,-0.103701,-0.096614,-0.230628,-0.049181,-0.030412,-0.229499,-0.128776,-0.162953,-0.113649,-0.145466,-0.403355,-0.274434,-1.291707,-0.801571,-0.676181,-1.049527,-1.030882,-0.960335,-0.74604,-0.876428,-0.885018,-0.233095,-0.275742,-0.103457,-0.06412,-0.083612,-0.025853,0.065313,0.15493,0.012411,0.036909,0.037592,0.074208,0.095949,0.116148,0.068441,0.132444,0.100117,0.083725,0.076464,0.03805,0.033078,-0.023467,0.054481,0.021165,0.057601,-0.066882,-0.095421,-0.093676,-0.349299,-0.024592,-0.132179,-0.199142,-0.31504,-0.343398,-0.113587,-0.081938,-0.107682,-0.15678,-0.133482,-0.072662,-0.049385,-0.135979,-0.034755,-0.088016,-0.008289,-0.096447,-0.074893,-0.087283,-0.125764,-0.188857,-0.37502,-0.44687,-0.363655,-1.382043,-0.873366,-0.752067,-0.481903
01/22/2016 00:00:00,-0.885002,-0.760914,-0.47114,-0.459508,-0.441324,-0.363874,-0.357243,-0.898059,-0.530662,-0.255871,-0.347518,0.407107,0.330232,0.437514,0.125762,0.086887,0.096533,0.014713,0.047374,0.057355,0.09341,-0.025084,-0.112919,0.059943,-0.051213,-0.104558,-0.096704,-0.237601,-0.046248,-0.031953,-0.223617,-0.124413,-0.158708,-0.107218,-0.143677,-0.394535,-0.274393,-1.293608,-0.814253,-0.689765,-1.039007,-1.019536,-0.95564,-0.757025,-0.89356,-0.890688,-0.225233,-0.269759,-0.095181,-0.063474,-0.077243,-0.021753,0.066592,0.158599,0.008914,0.034299,0.038217,0.074092,0.096184,0.115657,0.07288,0.130098,0.099908,0.082994,0.076427,0.038133,0.030578,-0.027925,0.059573,0.023953,0.057029,-0.065712,-0.094474,-0.100629,-0.348031,-0.025167,-0.12551,-0.203004,-0.322858,-0.343998,-0.11437,-0.079899,-0.11341,-0.164914,-0.125976,-0.077679,-0.048021,-0.134353,-0.039285,-0.089009,-0.007009,-0.096012,-0.072421,-0.084324,-0.123344,-0.188165,-0.37434,-0.446974,-0.374924,-1.386313,-0.885002,-0.760914,-0.47114
01/23/2016 00:00:00,-0.896636,-0.769717,-0.460339,-0.453655,-0.432589,-0.363116,-0.349052,-0.912009,-0.552971,-0.258741,-0.356598,0.428705,0.341186,0.451155,0.126603,0.083159,0.088288,0.023898,0.043681,0.058583,0.092764,-0.021068,-0.116868,0.06518,-0.052823,-0.105417,-0.096797,-0.244572,-0.043312,-0.033492,-0.217736,-0.120055,-0.154469,-0.100783,-0.141878,-0.385715,-0.274324,-1.295546,-0.826932,-0.70331,-1.0285,-1.008198,-0.950891,-0.767976,-0.910685,-0.896388,-0.217383,-0.263792,-0.08692,-0.062843,-0.07089,-0.017658,0.067869,0.16227,0.005421,0.031689,0.03884,0.073975,0.096418,0.115164,0.077321,0.127753,0.0997,0.082263,0.07639,0.038216,0.028077,-0.032384,0.064665,0.02674,0.056456,-0.064545,-0.093532,-0.107582,-0.346763,-0.025742,-0.118841,-0.206871,-0.330675,-0.344596,-0.115149,-0.077857,-0.119133,-0.173037,-0.118466,-0.082688,-0.046653,-0.132724,-0.043809,-0.089997,-0.005723,-0.095575,-0.06995,-0.081371,-0.120932,-0.187481,-0.373667,-0.447086,-0.38619,-1.39056,-0.896636,-0.769717,-0.460339
01/24/2016 00:00:00,-0.908266,-0.778474,-0.449506,-0.447796,-0.423854,-0.362356,-0.340858,-0.925964,-0.575279,-0.261511,-0.365665,0.450356,0.352143,0.464795,0.127444,0.079429,0.080042,0.033082,0.039987,0.05981,0.092118,-0.017054,-0.120819,0.070416,-0.054435,-0.106277,-0.096892,-0.251543,-0.040373,-0.03503,-0.211856,-0.115702,-0.150235,-0.094347,-0.140071,-0.376897,-0.274229,-1.297519,-0.839609,-0.716814,-1.018007,-0.996865,-0.946093,-0.77889,-0.927804,-0.902116,-0.209547,-0.257842,-0.078676,-0.062226,-0.064554,-0.013571,0.069145,0.165943,0.001932,0.02908,0.039462,0.073858,0.096651,0.114672,0.081763,0.125409,0.099494,0.081534,0.076353,0.0383,0.025576,-0.036842,0.069757,0.029524,0.055881,-0.063381,-0.092595,-0.114535,-0.345496,-0.026319,-0.112175,-0.210742,-0.338493,-0.345192,-0.115922,-0.075812,-0.124851,-0.18115,-0.110954,-0.08769,-0.04528,-0.131092,-0.048329,-0.090979,-0.004433,-0.095136,-0.067479,-0.078424,-0.118527,-0.186804,-0.373002,-0.447204,-0.397453,-1.394785,-0.908266,-0.778474,-0.449506
